Site,Plot,Tag,Extra_tag,Species_code,DBH_cm_2018,State_2018,Date_2018,DBH_cm_2019,State_2019,Date_2019,DBH_cm_2020,State_2020,Date_2020,Notes
SERC,MSME,520,,FAGR,43.1,Alive,4/13/2018,43.3,Alive,4/25/2019,43.7,Alive,4/20/2020,
SERC,MSME,521,,PATO,26.5,Alive,4/13/2018,26.4,Dead,4/25/2019,26.4,Dead,4/20/2020,
SERC,MSME,522,,NYSY,9.9,Alive,4/13/2018,10.1,Alive,4/25/2019,10.3,Alive,4/20/2020,
SERC,MSME,523,,ILOP,11.5,Alive,4/13/2018,11.6,Alive,4/25/2019,11.9,Alive,4/20/2020,
SERC,MSME,524,,NYSY,4.3,Alive,4/13/2018,4.5,Alive,4/25/2019,4.6,Alive,4/20/2020,
SERC,MSME,525,,ILOP,4.4,Alive,4/13/2018,4.7,Alive,4/25/2019,4.7,Alive,4/20/2020,
SERC,MSME,526,,FAGR,39.2,Alive,4/13/2018,39.6,Alive,4/25/2019,39.8,Alive,4/20/2020,
SERC,MSME,527,,FAGR,14.4,Alive,4/13/2018,14.5,Alive,4/25/2019,14.4,Alive,4/20/2020,
SERC,MSME,528,,LITU,33,Alive,4/13/2018,33.4,Alive,4/25/2019,33.8,Alive,4/20/2020,
SERC,MSME,529,,LIST,48.9,Alive,4/13/2018,49.1,Alive,4/25/2019,49.6,Alive,4/20/2020,
SERC,MSME,530,,LITU,52.8,Alive,4/13/2018,53.4,Alive,4/25/2019,53.8,Alive,4/20/2020,
SERC,MSME,531,,ACRU,7.1,Alive,4/13/2018,7.4,Alive,4/25/2019,7.3,Alive,4/20/2020,
SERC,MSME,532,,FAGR,7.5,Alive,4/13/2018,7.5,Alive,4/25/2019,7.6,Alive,4/20/2020,
SERC,MSME,533,,FAGR,4.9,Alive,4/13/2018,5.1,Alive,4/25/2019,4.9,Alive,4/20/2020,
SERC,MSME,534,,FAGR,25.8,Alive,4/13/2018,26.2,Alive,4/25/2019,26.4,Alive,4/20/2020,
SERC,MSME,535,,,14,Dead,4/13/2018,14,Dead,4/25/2019,14.0,Dead,4/20/2020,
SERC,MSME,536,,FAGR,55.6,Alive,4/13/2018,56.1,Alive,4/25/2019,56.1,Alive,4/20/2020,
SERC,MSME,537,,LITU,55.2,Alive,4/13/2018,55.4,Alive,4/25/2019,55.5,Alive,4/20/2020,
SERC,MSME,538,,LITU,48,Alive,4/13/2018,48,Alive,4/25/2019,49.1,Alive,4/20/2020,
SERC,MSME,539,,FAGR,9.9,Alive,4/13/2018,10,Alive,4/25/2019,10.0,Alive,4/20/2020,
SERC,MSME,540,,LITU,29.5,Alive,4/13/2018,29.8,Alive,4/25/2019,29.8,Alive,4/20/2020,
SERC,MSME,541,,FAGR,32.6,Alive,4/13/2018,32.7,Alive,4/25/2019,33.3,Alive,4/20/2020,
SERC,MSME,542,,CA??,28.4,Alive,4/13/2018,29.3,Alive,4/25/2019,29.2,Alive,4/20/2020,
SERC,MSHE,601,,LITU,19.7,Alive,4/13/2018,19.8,Alive,4/25/2019,19.8,Alive,4/20/2020,
SERC,MSHE,602,,LITU,19.1,Alive,4/13/2018,19.7,Alive,4/25/2019,20.2,Alive,4/20/2020,
SERC,MSHE,603,,,53.2,Dead,4/13/2018,53.2,Dead,4/25/2019,53.2,Dead,4/20/2020,
SERC,MSHE,604,,FAGR,25.9,Alive,4/13/2018,25.3,Alive,4/25/2019,25.2,Alive,4/20/2020,
SERC,MSHE,605,,NYSY,34.9,Alive,4/13/2018,35.6,Alive,4/25/2019,36.0,Alive,4/20/2020,
SERC,MSHE,606,,FAGR,5,Alive,4/13/2018,5.1,Alive,4/25/2019,5.3,Alive,4/20/2020,
SERC,MSHE,607,,ACRU,20.5,Alive,4/13/2018,20.7,Alive,4/25/2019,20.9,Alive,4/20/2020,
SERC,MSHE,608,,QU??,59.2,Alive,4/13/2018,59.5,Alive,4/25/2019,59.9,Alive,4/20/2020,
SERC,MSHE,609,,NYSY,19.5,Alive,4/13/2018,19.6,Alive,4/25/2019,19.6,Alive,4/20/2020,
SERC,MSHE,610,,,39.5,Dead,4/13/2018,39.5,Dead,4/25/2019,39.5,Dead,4/20/2020,
SERC,MSHE,611,,LITU,10.3,Alive,4/13/2018,10.4,Alive,4/25/2019,10.5,Alive,4/20/2020,
SERC,MSHE,612,,LITU,22.7,Alive,4/13/2018,22.9,Alive,4/25/2019,23.2,Alive,4/20/2020,
SERC,MSHE,613,,,39,Dead,4/13/2018,39,Dead,4/25/2019,39.0,Dead,4/20/2020,
SERC,MSHE,614,,NYSY,32.3,Alive,4/13/2018,32.4,Alive,4/25/2019,32.7,Alive,4/20/2020,
SERC,MSHE,615,,LITU,30,Alive,4/13/2018,30.4,Alive,4/25/2019,30.8,Alive,4/20/2020,
SERC,MSHE,616,,ILOP,12.2,Alive,4/13/2018,12.5,Alive,4/25/2019,12.7,Alive,4/20/2020,
SERC,MSHE,617,,QUAL,53.4,Alive,4/13/2018,53.4,Alive,4/25/2019,53.8,Alive,4/20/2020,
SERC,MSHE,618,,ACRU,13.1,Alive,4/13/2018,13.1,Alive,4/25/2019,13.1,Alive,4/20/2020,
SERC,MSHE,619,,LITU,23.3,Alive,4/13/2018,23.5,Alive,4/25/2019,23.7,Alive,4/20/2020,
SERC,MSHE,620,,NYSY,15,Alive,4/13/2018,14.8,Alive,4/25/2019,14.8,Dead,4/20/2020,2019 barely alive
SERC,MSHE,621,,NYSY,21.4,Alive,4/13/2018,21.3,Alive,4/25/2019,21.3,Alive,4/20/2020,
SERC,MSHE,622,,FAGR,14.6,Alive,4/13/2018,14.7,Alive,4/25/2019,14.7,Alive,4/20/2020,
SERC,MSHE,623,,FAGR,53.7,Alive,4/13/2018,53.6,Alive,4/25/2019,53.7,Alive,4/20/2020,
SERC,MSHE,624,,,62.8,Dead,4/13/2018,62.8,Dead,4/25/2019,62.8,Dead,4/20/2020,
SERC,MSHE,625,,LITU,35.4,Alive,4/13/2018,35.8,Alive,4/25/2019,36.6,Alive,4/20/2020,
SERC,MSHE,626,,LITU,14.8,Alive,4/13/2018,15.4,Alive,4/25/2019,15.1,Alive,4/20/2020,
SERC,MSHE,627,,FAGR,5.8,Alive,4/13/2018,6,Alive,4/25/2019,6.4,Alive,4/20/2020,
SERC,MSHE,628,,FAGR,28.9,Alive,4/13/2018,29.1,Alive,4/25/2019,29.3,Alive,4/20/2020,
SERC,MSHE,629,,FAGR,8.6,Alive,4/13/2018,8.9,Alive,4/25/2019,9.0,Alive,4/20/2020,
SERC,MSHE,630,,LIST,19.4,Alive,4/13/2018,19.4,Alive,4/25/2019,19.3,Alive,4/20/2020,
SERC,MSHE,631,,FAGR,5.5,Alive,4/13/2018,5.8,Alive,4/25/2019,5.8,Alive,4/20/2020,
SERC,MSHE,632,,NYSY,46.1,Alive,4/13/2018,46.3,Alive,4/25/2019,46.6,Alive,4/20/2020,
SERC,MSHE,633,,NYSY,5,Alive,4/13/2018,5,Alive,4/25/2019,5.2,Alive,4/20/2020,
SERC,MSHE,634,,FAGR,39.6,Alive,4/13/2018,39.6,Alive,4/25/2019,39.7,Alive,4/20/2020,
SERC,MSHE,635,,LITU,27.6,Alive,4/13/2018,27.7,Alive,4/25/2019,27.9,Alive,4/20/2020,
SERC,LSLE,101,FG010150,FAGR,3.4,Alive,5/23/2018,3.5,Alive,6/2/2019,3.5,Alive,4/20/2020,
SERC,LSLE,102,FG010148,CACA,7.5,Alive,5/23/2018,7.6,Alive,6/2/2019,7.8,Alive,4/20/2020,
SERC,LSLE,103,FG010147,FAGR,2.9,Alive,5/23/2018,2.9,Alive,6/2/2019,2.9,Alive,4/20/2020,
SERC,LSLE,104,FG010145,FAGR,2.8,Alive,5/23/2018,3.1,Alive,6/2/2019,3.2,Alive,4/20/2020,
SERC,LSLE,105,FG010142,FAGR,4,Alive,5/23/2018,4.3,Alive,6/2/2019,4.4,Alive,4/20/2020,
SERC,LSLE,106,FG010143,FAGR,3.1,Alive,5/23/2018,3.2,Alive,6/2/2019,3.3,Alive,4/20/2020,
SERC,LSLE,107,,QUAL,8.6,Alive,5/23/2018,8.8,Alive,6/2/2019,8.9,Alive,4/20/2020,
SERC,LSLE,108,,,8.6,Dead,5/23/2018,,Dead,6/2/2019,,Dead,4/20/2020,2020 not found
SERC,LSLE,109,FG011155 FG011154,FAGR,33.1,Alive,5/23/2018,32.7,Alive,6/2/2019,33.0,Alive,4/20/2020,
SERC,LSLE,110,FG010134,CA??,7.3,Alive,5/23/2018,7.4,Alive,6/2/2019,7.4,Dead,4/20/2020,
SERC,LSLE,111,,LIST,32.7,Alive,5/23/2018,32.5,Alive,6/2/2019,32.7,Alive,4/20/2020,
SERC,LSLE,112,,QUAL,73.6,Alive,5/23/2018,73.5,Alive,6/2/2019,73.9,Alive,4/20/2020,
SERC,LSLE,113,FG010132,LIST,6.1,Alive,5/23/2018,6.1,Alive,6/2/2019,6.2,Alive,4/20/2020,
SERC,LSLE,115,FG010128,LIST,8,Alive,5/23/2018,8,Alive,6/2/2019,8.0,Alive,4/20/2020,
SERC,LSLE,114,FG010129,NYSY,4.4,Alive,5/23/2018,4.4,Alive,6/2/2019,4.4,Alive,4/20/2020,
SERC,LSLE,116,,NYSY,6.2,Alive,5/23/2018,6.2,Alive,6/2/2019,6.2,Alive,4/20/2020,
SERC,LSLE,117,FG010131,FAGR,7.2,Alive,5/23/2018,7.5,Alive,6/2/2019,7.7,Alive,4/20/2020,
SERC,LSLE,118,FG010139,FAGR,5.6,Alive,5/23/2018,5.7,Alive,6/2/2019,5.8,Alive,4/20/2020,
SERC,LSLE,FG010137,,FAGR,3.1,Alive,5/23/2018,3.1,Alive,6/2/2019,3.2,Alive,4/20/2020,
SERC,LSLE,119,FG010140,NYSY,14.4,Alive,5/23/2018,14.7,Alive,6/2/2019,15.0,Alive,4/20/2020,
SERC,LSLE,120,,QUAL,8.1,Alive,5/23/2018,8.4,Alive,6/2/2019,8.3,Alive,4/20/2020,
SERC,LSLE,121,,,18.9,Dead,5/23/2018,,Down,6/2/2019,,Down,4/20/2020,
SERC,LSLE,122,,QUAL,17.9,Alive,5/23/2018,18.2,Alive,6/2/2019,18.4,Alive,4/20/2020,
SERC,LSLE,123,,LITU,47.2,Alive,5/23/2018,47.6,Alive,6/2/2019,47.8,Alive,4/20/2020,
SERC,LSLE,124,,CACA,7.5,Alive,5/23/2018,7.7,Alive,6/2/2019,7.7,Alive,4/20/2020,
SERC,LSLE,125,,FAGR,3.2,Alive,5/23/2018,3.4,Alive,6/2/2019,3.5,Alive,4/20/2020,
SERC,LSLE,126,,QUAL,8.2,Alive,5/23/2018,8.5,Alive,6/2/2019,8.6,Alive,4/20/2020,
SERC,LSLE,127,,CACA,5.2,Dead,5/23/2018,5.2,Dead,6/2/2019,5.2,Dead,4/20/2020,
SERC,LSLE,128,,QUAL,20.8,Alive,5/23/2018,21,Alive,6/2/2019,21.3,Alive,4/20/2020,
SERC,LSLE,129,,FAGR,4,Alive,5/23/2018,4.1,Alive,6/2/2019,4.2,Alive,4/20/2020,
SERC,LSLE,130,,NYSY,28.8,Alive,5/23/2018,28.8,Alive,6/2/2019,28.9,Alive,4/20/2020,
SERC,LSLE,131,,NYSY,5.3,Alive,5/23/2018,5.3,Alive,6/2/2019,5.3,Alive,4/20/2020,
SERC,LSLE,132,,FAGR,2.9,Alive,5/23/2018,2.9,Alive,6/2/2019,2.9,Alive,4/20/2020,
SERC,LSLE,133,,CACA,2.8,Alive,5/23/2018,2.8,Alive,6/2/2019,2.8,Alive,4/20/2020,
SERC,LSLE,134,,FAGR,6.9,Alive,5/23/2018,7.2,Alive,6/2/2019,7.3,Alive,4/20/2020,
SERC,LSLE,135,,NYSY,3.7,Alive,5/23/2018,3.8,Alive,6/2/2019,3.8,Alive,4/20/2020,
SERC,LSLE,136,,FAGR,55.5,Alive,5/23/2018,55.8,Alive,6/2/2019,55.8,Alive,4/20/2020,
SERC,LSLE,137,,FAGR,45.5,Alive,5/23/2018,45.9,Alive,6/2/2019,45.8,Alive,4/20/2020,
SERC,LSLE,138,,FAGR,57.7,Alive,5/23/2018,59,Alive,6/2/2019,59.6,Alive,4/20/2020,
SERC,LSLE,139,,LIST,52.6,Alive,5/23/2018,52.8,Alive,6/2/2019,52.9,Alive,4/20/2020,
SERC,LSLE,140,,FAGR,5.5,Alive,5/23/2018,5.7,Alive,6/2/2019,5.7,Alive,4/20/2020,
SERC,LSLE,141,,QUAL,26.7,Alive,5/23/2018,27.2,Alive,6/2/2019,27.4,Alive,4/20/2020,
SERC,LSME,201,,FAGR,35.2,Alive,5/23/2018,35.8,Alive,5/31/2019,35.8,Alive,4/20/2020,
SERC,LSME,202,,CACA,3.4,Alive,5/23/2018,3.6,Alive,5/31/2019,3.5,Alive,4/20/2020,
SERC,LSME,203,,CACA,2.9,Alive,5/23/2018,3,Alive,5/31/2019,2.9,Alive,4/20/2020,
SERC,LSME,FG010200,,FAGR,56.4,Alive,5/23/2018,56.7,Alive,5/31/2019,56.9,Alive,4/20/2020,BBL 5/23/2018: diameters on FG trees taken above tag (if nailed) or at breast height (if looped)
SERC,LSME,FG010506,,CACA,3.1,Alive,5/23/2018,3.1,Alive,5/31/2019,3.1,Alive,4/20/2020,
SERC,LSME,FG010505,,CACA,3.7,Alive,5/23/2018,3.7,Alive,5/31/2019,3.7,Alive,4/20/2020,
SERC,LSME,FG010504,,CACA,2.2,Alive,5/23/2018,2.5,Alive,5/31/2019,2.4,Alive,4/20/2020,
SERC,LSME,FG010503,,FAGR,3.4,Alive,5/23/2018,3.4,Alive,5/31/2019,3.4,Alive,4/20/2020,
SERC,LSME,FG010502,,ILOP,2.9,Alive,5/23/2018,2.8,Alive,5/31/2019,2.8,Alive,4/20/2020,
SERC,LSME,FG010501,,FAGR,2.7,Alive,5/23/2018,2.8,Alive,5/31/2019,2.8,Alive,4/20/2020,
SERC,LSME,FG010185,,CACA,3,Alive,5/23/2018,3.1,Alive,5/31/2019,3.1,Alive,4/20/2020,
SERC,LSME,FG010184,,FAGR,1.2,Alive,5/23/2018,1.2,Alive,5/31/2019,1.2,Alive,4/20/2020,
SERC,LSME,FG010183,,FAGR,25.9,Alive,5/23/2018,26.2,Alive,5/31/2019,26.3,Alive,4/20/2020,
SERC,LSME,FG010179,,FAGR,34.8,Alive,5/23/2018,35.2,Alive,5/31/2019,34.9,Alive,4/20/2020,
SERC,LSME,FG010189,,FAGR,2.7,Alive,5/23/2018,2.8,Alive,5/31/2019,2.8,Alive,4/20/2020,
SERC,LSME,FG010188,,CACA,2.5,Alive,5/23/2018,2.3,Alive,5/31/2019,2.3,Alive,4/20/2020,
SERC,LSME,FG010187,,CACA,2.8,Alive,5/23/2018,2.8,Alive,5/31/2019,2.8,Alive,4/20/2020,
SERC,LSME,FG010082,,CA??,27.6,Alive,5/23/2018,28,Alive,5/31/2019,27.9,Alive,4/20/2020,
SERC,LSME,FG010081,,FAGR,3.8,Alive,5/23/2018,3.8,Alive,5/31/2019,3.8,Alive,4/20/2020,
SERC,LSME,FG010080,,CACA,2.3,Alive,5/23/2018,2.5,Alive,5/31/2019,2.5,Alive,4/20/2020,
SERC,LSME,FG010083,,FAGR,5.1,Alive,5/23/2018,5.2,Alive,6/2/2019,5.1,Alive,4/20/2020,"BBL 5/23/2018: No tag, south edge of plot"
SERC,LSME,FG010194,,FAGR,6,Alive,5/23/2018,6,Alive,5/31/2019,6.1,Alive,4/20/2020,
SERC,LSME,FG010195,,FAGR,7.7,Alive,5/23/2018,7.6,Alive,5/31/2019,7.7,Alive,4/20/2020,
SERC,LSME,FG010196,,FAGR,3.6,Alive,5/23/2018,2.9,Alive,5/31/2019,2.9,Alive,4/20/2020,
SERC,LSME,FG010197,,ACRU,12.2,Alive,5/23/2018,12.3,Alive,5/31/2019,12.2,Alive,4/20/2020,
SERC,LSME,FG010507,,,5.6,Dead,5/23/2018,,Down,6/2/2019,,Down,4/20/2020,
SERC,LSME,FG010508,,LITU,40,Alive,5/23/2018,40.8,Alive,6/2/2019,40.9,Alive,4/20/2020,
SERC,LSME,,,CO??,4,Alive,5/23/2018,,Alive,5/31/2019,,Alive,4/20/2020,"BBL 5/23/2018: No tag, north edge of plot; 2020 not found"
SERC,LSME,FG010098,,FAGR,11.5,Alive,5/23/2018,11.9,Alive,5/31/2019,11.9,Alive,4/20/2020,
SERC,LSME,FG010097,,FAGR,2.7,Alive,5/23/2018,2.7,Alive,6/2/2019,2.7,Alive,4/20/2020,
SERC,LSME,FG010099,,FAGR,6.9,Alive,5/23/2018,6.8,Alive,5/31/2019,7.0,Alive,4/20/2020,
SERC,LSME,FG010673,,CA??,22.1,Alive,5/23/2018,22.4,Alive,5/31/2019,22.4,Alive,4/20/2020,
SERC,LSME,FG010198,,FAGR,6.3,Alive,5/23/2018,6.3,Alive,6/2/2019,6.3,Alive,4/20/2020,
SERC,LSME,FG010093,,FAGR,15.1,Alive,5/23/2018,15.3,Alive,5/31/2019,15.4,Alive,4/20/2020,
SERC,LSME,FG010089,,FAGR,9.9,Alive,5/23/2018,10,Alive,5/31/2019,9.9,Alive,4/20/2020,
SERC,LSME,FG010088,,FAGR,30.4,Alive,5/23/2018,30.4,Alive,5/31/2019,30.7,Alive,4/20/2020,
SERC,LSME,FG010098,,CACA,2.4,Alive,5/23/2018,,Alive,5/31/2019,,Alive,4/20/2020,2020 not found
SERC,LSME,FG010048,,,1.8,Dead,5/23/2018,,Dead,5/31/2019,,Dead,4/20/2020,2020 not found
SERC,LSME,FG010078,,QUAL,30.1,Alive,5/23/2018,30.5,Alive,6/2/2019,30.7,Alive,4/20/2020,
SERC,LSME,FG010085,,FAGR,2.3,Alive,5/23/2018,2.3,Alive,6/2/2019,2.4,Alive,4/20/2020,
SERC,LSME,FG010086,,LIST,53.1,Alive,5/23/2018,53.5,Alive,5/31/2019,53.9,Alive,4/20/2020,
SERC,LSME,,,FAGR,2,Alive,5/23/2018,,Alive,5/31/2019,,Alive,4/20/2020,"BBL 5/23/2018: No tag (broken), south edge of plot; 2020 not found"
SERC,LSME,,,FAGR,1.7,Alive,5/23/2018,1.8,Alive,6/2/2019,,Alive,4/20/2020,BBL 5/23/2018: No tag; 2020 not found
SERC,LSME,FG010091,,FAGR,6.3,Alive,5/23/2018,6.4,Alive,6/2/2019,6.4,Alive,4/20/2020,
SERC,LSME,FG010267,,FAGR,31.3,Alive,5/23/2018,31.2,Alive,6/2/2019,31.2,Alive,4/20/2020,
SERC,LSME,FG01268,,FAGR,10.5,Alive,5/23/2018,10.6,Alive,6/2/2019,10.1,Alive,4/20/2020,
SERC,LSME,FG010262,,FAGR,11,Alive,5/23/2018,11,Alive,6/2/2019,11.1,Alive,4/20/2020,
SERC,LSME,FG010263,,FAGR,20.1,Alive,5/23/2018,21,Alive,6/2/2019,21.3,Alive,4/20/2020,
SERC,LSME,FG010266,,FAGR,5.4,Alive,5/23/2018,,Alive,5/31/2019,6.2,Alive,4/20/2020,2020 corrected I think mistaken tag number
SERC,LSME,FG010274,,FAGR,4.3,Alive,5/23/2018,4.2,Alive,5/31/2019,4.3,Alive,4/20/2020,
SERC,LSME,FG010273,,CA??,7.8,Alive,5/23/2018,7.8,Alive,5/31/2019,7.8,Alive,4/20/2020,
SERC,LSME,FG010275,,FAGR,5.1,Alive,5/23/2018,5.1,Alive,5/31/2019,5.0,Alive,4/20/2020,
SERC,LSME,FG010276,,QUAL,101.5,Alive,5/23/2018,101.7,Alive,5/31/2019,101.8,Alive,4/20/2020,
SERC,LSME,FG010278,,FAGR,8.1,Alive,5/23/2018,8.3,Alive,5/31/2019,8.3,Alive,4/20/2020,
SERC,LSME,FG010401,,FAGR,4.5,Alive,5/23/2018,4.9,Alive,6/2/2019,4.6,Alive,4/20/2020,
SERC,LSME,FG010674,,CO??,4.3,Alive,5/23/2018,4.4,Alive,6/2/2019,4.4,Alive,4/20/2020,
SERC,LSME,FG010282,,FAGR,9.6,Alive,5/23/2018,9.5,Alive,5/31/2019,9.5,Alive,4/20/2020,
SERC,LSME,FG010283,,FAGR,9.3,Alive,5/23/2018,9.3,Alive,5/31/2019,9.4,Alive,4/20/2020,
SERC,LSME,FG010284,,FAGR,18.2,Alive,5/23/2018,18.5,Alive,5/31/2019,18.7,Alive,4/20/2020,
SERC,LSME,FG010280,,FAGR,4.5,Alive,5/23/2018,4.5,Alive,5/31/2019,4.5,Alive,4/20/2020,
SERC,LSME,FG010281,,FAGR,10.2,Alive,5/23/2018,10.4,Alive,5/31/2019,10.6,Alive,4/20/2020,
SERC,LSME,FG010271,,FAGR,11.8,Alive,5/23/2018,12.5,Alive,5/31/2019,12.7,Alive,4/20/2020,
SERC,LSME,FG010385,,CACA,6.7,Alive,5/23/2018,6.8,Alive,6/2/2019,6.9,Alive,4/20/2020,
SERC,LSME,FG010386,,QUAL,3.8,Alive,5/23/2018,4.5,Alive,6/2/2019,4.0,Alive,4/20/2020,
SERC,LSME,FG010272,,FAGR,3.5,Alive,5/23/2018,3.5,Alive,5/31/2019,3.6,Alive,4/20/2020,
SERC,LSME,FG010269,,FAGR,9.8,Alive,5/23/2018,9.7,Alive,5/31/2019,9.7,Alive,4/20/2020,
SERC,LSME,FG010270,,CA??,23.9,Alive,5/23/2018,24.8,Alive,5/31/2019,24.7,Alive,4/20/2020,
SERC,LSME,FG010381,,FAGR,9.4,Alive,5/23/2018,9.7,Alive,5/31/2019,9.7,Alive,4/20/2020,
SERC,LSME,FG010382,,FAGR,17.1,Alive,5/23/2018,17.3,Alive,5/31/2019,17.6,Alive,4/20/2020,
SERC,LSME,FG010367,,FAGR,16,Alive,5/23/2018,17.1,Alive,5/31/2019,17.2,Alive,4/20/2020,
SERC,LSME,FG010679,,LIST,3.8,Alive,5/23/2018,3.8,Alive,6/2/2019,4.0,Alive,4/20/2020,
SERC,LSHE,301,,CACA,3.6,Alive,5/23/2018,3.7,Alive,5/31/2019,3.7,Alive,4/20/2020,
SERC,LSHE,302,,FAGR,4.6,Alive,5/23/2018,4.8,Alive,5/31/2019,4.9,Alive,4/20/2020,
SERC,LSHE,303,,FAGR,45.6,Alive,5/23/2018,45.7,Alive,5/31/2019,46.1,Alive,4/20/2020,
SERC,LSHE,304,,FAGR,2.4,Alive,5/23/2018,2.4,Alive,5/31/2019,2.4,Alive,4/20/2020,
SERC,LSHE,305,,FAGR,2.8,Alive,5/23/2018,3,Alive,5/31/2019,3.0,Alive,4/20/2020,
SERC,LSHE,306,,FAGR,66.4,Alive,5/23/2018,66.6,Alive,5/31/2019,67.0,Alive,4/20/2020,
SERC,LSHE,307,,FAGR,8.9,Alive,5/23/2018,9.3,Alive,5/31/2019,9.4,Alive,4/20/2020,
SERC,LSHE,308,,FAGR,5.2,Alive,5/23/2018,5.4,Alive,5/31/2019,5.5,Alive,4/20/2020,
SERC,LSHE,309,,FAGR,6.2,Alive,5/23/2018,6.4,Alive,5/31/2019,6.4,Alive,4/20/2020,
SERC,LSHE,310,,FAGR,3.3,Alive,5/23/2018,3.3,Alive,5/31/2019,3.3,Alive,4/20/2020,
SERC,LSHE,311,,CACA,7.7,Alive,5/23/2018,7.8,Alive,5/31/2019,7.9,Alive,4/20/2020,
SERC,LSHE,312,,FAGR,6.2,Alive,5/23/2018,6.2,Alive,5/31/2019,6.3,Alive,4/20/2020,
SERC,LSHE,313,,FAGR,7.9,Alive,5/23/2018,8,Alive,5/31/2019,8.0,Alive,4/20/2020,
SERC,LSHE,FG020009,,FAGR,12.4,Alive,5/23/2018,12.6,Alive,5/31/2019,12.6,Alive,4/20/2020,
SERC,LSHE,FG020005,,FAGR,5,Alive,5/23/2018,5.1,Alive,5/31/2019,5.1,Alive,4/20/2020,
SERC,LSHE,FG020003,,LIST,57.5,Alive,5/23/2018,57.5,Alive,5/31/2019,57.7,Alive,4/20/2020,
SERC,LSHE,FG020002,,FAGR,2.4,Alive,5/23/2018,2.5,Alive,5/31/2019,2.6,Alive,4/20/2020,
SERC,LSHE,FG010511,,FAGR,7.5,Alive,5/23/2018,7.6,Alive,5/31/2019,7.7,Alive,4/20/2020,
SERC,LSHE,FG011175,,FAGR,1.9,Alive,5/23/2018,,Alive,5/31/2019,,Alive,4/20/2020,2020 not found
SERC,LSHE,FG010513,,FAGR,5,Alive,5/23/2018,5.2,Alive,5/31/2019,5.2,Alive,4/20/2020,
SERC,LSHE,,,CA??,2.8,Alive,5/23/2018,,Alive,5/31/2019,,Alive,4/20/2020,BBL 5/23/2018: No tag; 2020 not found
SERC,LSHE,FG010510,,CA??,3.9,Alive,5/23/2018,3.9,Alive,5/31/2019,3.9,Alive,4/20/2020,
SERC,LSHE,FG010402,,CACA,6.2,Alive,5/23/2018,6,Alive,5/31/2019,6.5,Alive,4/20/2020,
SERC,LSHE,FG010403,,FAGR,16.6,Alive,5/23/2018,17.1,Alive,5/31/2019,17.1,Alive,4/20/2020,
SERC,LSHE,FG010515,,FAGR,6.4,Alive,5/23/2018,6.6,Alive,5/31/2019,6.6,Alive,4/20/2020,
SERC,LSHE,FG020101,,FAGR,6.8,Alive,5/23/2018,6.7,Alive,5/31/2019,6.8,Alive,4/20/2020,
SERC,LSHE,FG021522,,CA??,71.8,Alive,5/23/2018,72,Alive,5/31/2019,72.0,Alive,4/20/2020,"BBL 5/23/2018: Tag on ground, put back on, but nail head gone; 2020 retagged"
SERC,LSHE,FG020012,,FAGR,9.8,Alive,5/23/2018,9.9,Alive,5/31/2019,9.8,Alive,4/20/2020,
SERC,LSHE,FG020195,,FAGR,1.9,Alive,5/23/2018,,Alive,5/31/2019,,Alive,4/20/2020,2020 not found
SERC,LSHE,FG020108,,FAGR,33.4,Alive,5/23/2018,33.7,Alive,5/31/2019,34.0,Alive,4/20/2020,
SERC,LSHE,FG020107,,FAGR,15.6,Alive,5/23/2018,15.7,Alive,5/31/2019,15.8,Alive,4/20/2020,
SERC,LSHE,FG020106,,FAGR,41.7,Alive,5/23/2018,42.4,Alive,5/31/2019,42.3,Alive,4/20/2020,
SERC,LSHE,FG020104,,FAGR,27.5,Alive,5/23/2018,27.5,Alive,5/31/2019,27.5,Alive,4/20/2020,
SERC,LSHE,FG020102,,FAGR,52.3,Alive,5/23/2018,52.6,Alive,5/31/2019,53.5,Alive,4/20/2020,
SERC,LSHE,FG020103,,FAGR,2.7,Alive,5/23/2018,2.9,Alive,5/31/2019,3.0,Alive,4/20/2020,
SERC,LSHE,FG010286,,FAGR,3.7,Alive,5/23/2018,3.8,Alive,5/31/2019,4.2,Alive,4/20/2020,
SERC,LSHE,FG010287,,,8.7,Dead,5/23/2018,8.7,Dead,5/31/2019,,Down,4/20/2020,
SERC,LSHE,FG010285,,QURU,26.8,Alive,5/23/2018,27.5,Alive,5/31/2019,27.9,Alive,4/20/2020,
SERC,LSHE,FG020308,,FAGR,14.6,Alive,5/23/2018,15.2,Alive,5/31/2019,15.0,Alive,4/20/2020,
SERC,LSHE,FG020307,,QURU,12.8,Alive,5/23/2018,13,Alive,5/31/2019,12.9,Alive,4/20/2020,
SERC,LSHE,FG020311,,FAGR,6.1,Alive,5/23/2018,6.8,Alive,5/31/2019,6.9,Alive,4/20/2020,
SERC,LSHE,FG020310,,LITU,60.3,Alive,5/23/2018,60,Alive,5/31/2019,60.5,Alive,4/20/2020,
SERC,LSHE,FG020312,,FAGR,5.7,Alive,5/23/2018,5.7,Alive,5/31/2019,5.8,Alive,4/20/2020,
SERC,LSHE,FG020313,,,10.1,Dead,5/23/2018,10.1,Dead,5/31/2019,10.1,Dead,4/20/2020,BBL 5/23/2018: Dead but has dendro band
SERC,LSHE,FG020315,,FAGR,8.3,Alive,5/23/2018,8.9,Alive,5/31/2019,8.8,Alive,4/20/2020,
