Site,Plot,Collar,Distance_m,Tag,No_tag_species,No_tag_DBH,Date,Notes
SERC,LSME,119,,,,,9/20/2019,
SERC,LSME,119,13.1,FG010173,,,9/20/2019,
SERC,LSME,119,9.7,FG010182,,,9/20/2019,
SERC,LSME,119,10.8,FG010172,,,9/20/2019,
SERC,LSME,119,3.8,FG010180,,,9/20/2019,
SERC,LSME,119,10.8,,CACA,9.4,9/20/2019,
SERC,LSME,119,13.7,102,,,9/20/2019,
SERC,LSME,119,14,103,,,9/20/2019,
SERC,LSME,119,13.6,FG010149,,,9/20/2019,
SERC,LSME,119,13.6,,QUAL,11.5,9/20/2019,
SERC,LSME,119,3.2,FG010179,,,9/20/2019,
SERC,LSME,119,9.4,,FAGR,38.8,9/20/2019,
SERC,LSME,119,10.1,,LITU,85.5,9/20/2019,
SERC,LSME,119,13.5,,QUAL,27.3,9/20/2019,
SERC,LSLE,79,0.6,117,,,9/20/2019,
SERC,LSLE,79,9.5,,FAGR,11.6,9/20/2019,
SERC,LSLE,79,12.3,,QUAL,41.4,9/20/2019,
SERC,LSLE,79,14.5,,FAGR,29.5,9/20/2019,
SERC,LSLE,79,9.1,,FAGR,3.5,9/20/2019,
SERC,LSLE,79,6.9,132,,,9/20/2019,
SERC,LSLE,79,3.5,122,,,9/20/2019,
SERC,LSLE,79,9.9,,FAGR,4,9/20/2019,
SERC,LSLE,79,14.4,,FAGR,5.9,9/20/2019,
SERC,LSLE,79,14.4,,QUAL ,27,9/20/2019,
SERC,LSLE,79,9.6,,FAGR,2.2,9/20/2019,
SERC,LSLE,79,6.7,131,,,9/20/2019,
SERC,LSLE,79,5.4,120,,,9/20/2019,
SERC,LSLE,79,7.6,,FAGR,2.6,9/20/2019,
SERC,LSLE,79,7.2,,FAGR,2.1,9/20/2019,
SERC,LSLE,79,10.2,,QUAL ,11.5,9/20/2019,
SERC,LSLE,79,8.2,104,,,9/20/2019,
SERC,LSLE,79,9.4,103,,,9/20/2019,
SERC,LSLE,79,10.1,103,,,9/20/2019,
SERC,LSLE,79,12.9,,CACA,9.8,9/20/2019,
SERC,LSLE,79,3.2,119,,,9/20/2019,
SERC,LSLE,79,3,118,,,9/20/2019,
SERC,LSLE,79,5.5,107,,,9/20/2019,
SERC,LSLE,79,7.2,105,,,9/20/2019,
SERC,LSLE,79,7.6,106,,,9/20/2019,
SERC,LSLE,79,11,101,,,9/20/2019,
SERC,LSLE,79,13.2,FG010172,,,9/20/2019,
SERC,LSLE,79,7.1,108,,,9/20/2019,
SERC,LSLE,79,8.5,,NYSY,4.7,9/20/2019,
SERC,LSLE,79,8.9,FG010158,LIST,14.4,9/20/2019,
SERC,LSLE,79,11.5,FG010041,NYSY,14,9/20/2019,
SERC,LSLE,79,11.2,FG010037,FAGR,20.3,9/20/2019,
SERC,LSLE,79,13.7,FG010036,QUAL ,28.2,9/20/2019,
SERC,LSLE,79,5.7,109,,,9/20/2019,
SERC,LSLE,79,9.7,FG010039,NYSY,9.5,9/20/2019,
SERC,LSLE,79,10,FG010040,LIST,4,9/20/2019,
SERC,LSLE,79,8,FG010136,FAGR,9.3,9/20/2019,
SERC,LSLE,79,2.2,113,,,9/20/2019,
SERC,LSLE,79,0.7,116,,,9/20/2019,
SERC,LSLE,79,2.4,114,,,9/20/2019,
SERC,LSLE,79,2.9,115,,,9/20/2019,
SERC,LSLE,79,4.9,112,,,9/20/2019,
SERC,LSLE,79,7.2,111,,,9/20/2019,
SERC,LSLE,79,10.1,FG010124,QUAL ,17.4,9/20/2019,
SERC,LSLE,79,11.8,,NYSY,13.5,9/20/2019,
SERC,LSLE,79,10.3,FG010123,QUAL ,9.8,9/20/2019,
SERC,LSLE,79,10.1,FG010124,QUAL ,17.4,9/20/2019,
SERC,LSLE,79,13.5,FG010119,QUAL ,12.6,9/20/2019,
SERC,LSLE,79,14.1,,CA??,16.1,9/20/2019,
SERC,LSLE,79,8.5,,LIST,31.1,9/20/2019,
SERC,LSLE,79,10.5,,QUAL ,5.6,9/20/2019,
SERC,LSLE,79,11.7,,QURU,7,9/20/2019,
SERC,LSLE,79,6.4,126,,,9/20/2019,
SERC,LSLE,79,12.4,,NYSY,4.3,9/20/2019,
SERC,LSLE,79,8.2,,NYSY,2.3,9/20/2019,
SERC,LSLE,79,4.2,125,,,9/20/2019,
SERC,LSLE,79,7.8,128,,,9/20/2019,
SERC,LSLE,79,8.8,129,,,9/20/2019,
SERC,LSLE,79,5.8,124,,,9/20/2019,
SERC,LSLE,79,14.3,136,,,9/20/2019,
SERC,LSLE,79,5.5,123,,,9/20/2019,
SERC,LSLE,79,9.2,134,,,9/20/2019,
SERC,LSLE,79,9.6,133,,,9/20/2019,
