"Plot Title: HSLE"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20370966_duplicate_duplicate_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370966)","High Range, μS/cm (LGR S/N: 20370966_duplicate_duplicate_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370966)","Temp, °C (LGR S/N: 20370966_duplicate_duplicate_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370966)","Coupler Detached (LGR S/N: 20370966)","Coupler Attached (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)","Coupler Detached (LGR S/N: 20370966)","Coupler Attached (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)"
72,07/10/18 09:23:28 PM,2707.1,2876.9,19.37,,,,,,,,,,
73,07/10/18 09:53:28 PM,2703.0,2874.4,19.38,,,,,,,,,,
74,07/10/18 10:23:28 PM,2699.3,2872.0,19.38,,,,,,,,,,
75,07/10/18 10:53:28 PM,2695.6,2870.2,19.40,,,,,,,,,,
76,07/10/18 11:23:28 PM,2691.5,2867.8,19.40,,,,,,,,,,
77,07/10/18 11:53:28 PM,2687.8,2866.0,19.41,,,,,,,,,,
78,07/11/18 12:23:28 AM,2684.7,2864.7,19.41,,,,,,,,,,
79,07/11/18 12:53:28 AM,2682.0,2864.7,19.42,,,,,,,,,,
80,07/11/18 01:23:28 AM,2680.0,2864.1,19.42,,,,,,,,,,
81,07/11/18 01:53:28 AM,2678.4,2864.7,19.43,,,,,,,,,,
82,07/11/18 02:23:28 AM,2676.3,2866.0,19.44,,,,,,,,,,
83,07/11/18 02:53:28 AM,2675.3,2866.6,19.46,,,,,,,,,,
84,07/11/18 03:23:28 AM,2672.1,2867.2,19.46,,,,,,,,,,
85,07/11/18 03:53:28 AM,2670.0,2867.8,19.47,,,,,,,,,,
86,07/11/18 04:23:28 AM,2667.4,2867.8,19.47,,,,,,,,,,
87,07/11/18 04:53:28 AM,2664.3,2868.4,19.48,,,,,,,,,,
88,07/11/18 05:23:28 AM,2661.2,2869.0,19.49,,,,,,,,,,
89,07/11/18 05:53:28 AM,2657.0,2868.4,19.49,,,,,,,,,,
90,07/11/18 06:23:28 AM,2652.3,2867.8,19.50,,,,,,,,,,
91,07/11/18 06:53:28 AM,2647.6,2866.6,19.51,,,,,,,,,,
92,07/11/18 07:23:28 AM,2641.9,2865.3,19.51,,,,,,,,,,
93,07/11/18 07:53:28 AM,2637.2,2864.1,19.51,,,,,,,,,,
94,07/11/18 08:23:28 AM,2630.9,2860.5,19.53,,,,,,,,,,
95,07/11/18 08:53:28 AM,2625.7,2858.7,19.53,,,,,,,,,,
96,07/11/18 09:23:28 AM,2622.6,2856.2,19.54,,,,,,,,,,
97,07/11/18 09:53:28 AM,2620.0,2856.2,19.55,,,,,,,,,,
98,07/11/18 10:23:28 AM,2619.5,2856.2,19.55,,,,,,,,,,
99,07/11/18 10:53:28 AM,2621.0,2858.1,19.55,,,,,,,,,,
100,07/11/18 11:23:28 AM,2621.0,2856.9,19.55,,,,,,,,,,
101,07/11/18 11:53:28 AM,2572.7,2797.3,19.56,,,,,,,,,,
102,07/11/18 12:23:28 PM,2023.9,2146.6,19.56,,,,,,,,,,
103,07/11/18 12:53:28 PM,244.6,253.6,19.56,,,,,,,,,,
104,07/11/18 01:23:28 PM,46.2,146.8,19.61,,,,,,,,,,
105,07/11/18 01:53:28 PM,0.0,0.0,19.63,,,,,,,,,,
106,07/11/18 02:23:28 PM,0.0,0.0,19.65,,,,,,,,,,
107,07/11/18 02:53:28 PM,0.0,0.0,19.65,,,,,,,,,,
108,07/11/18 03:23:28 PM,0.0,0.0,19.65,,,,,,,,,,
109,07/11/18 03:53:28 PM,0.0,0.0,19.66,,,,,,,,,,
110,07/11/18 04:23:28 PM,0.0,0.0,19.66,,,,,,,,,,
111,07/11/18 04:53:28 PM,0.0,0.0,19.67,,,,,,,,,,
112,07/11/18 05:23:28 PM,0.0,0.0,19.67,,,,,,,,,,
113,07/11/18 05:53:28 PM,0.0,0.0,19.67,,,,,,,,,,
114,07/11/18 06:23:28 PM,0.0,0.0,19.68,,,,,,,,,,
115,07/11/18 06:53:28 PM,0.0,0.0,19.68,,,,,,,,,,
116,07/11/18 07:23:28 PM,0.0,0.0,19.68,,,,,,,,,,
117,07/11/18 07:53:28 PM,0.0,0.0,19.69,,,,,,,,,,
118,07/11/18 08:23:28 PM,0.0,0.0,19.69,,,,,,,,,,
119,07/11/18 08:53:28 PM,0.0,0.0,19.69,,,,,,,,,,
120,07/11/18 09:23:28 PM,0.0,0.0,19.70,,,,,,,,,,
121,07/11/18 09:53:28 PM,0.0,0.0,19.72,,,,,,,,,,
122,07/11/18 10:23:28 PM,0.0,0.0,19.72,,,,,,,,,,
123,07/11/18 10:53:28 PM,0.0,0.0,19.72,,,,,,,,,,
124,07/11/18 11:23:28 PM,0.0,0.0,19.73,,,,,,,,,,
125,07/11/18 11:53:28 PM,0.0,0.0,19.74,,,,,,,,,,
126,07/12/18 12:23:28 AM,0.0,0.0,19.74,,,,,,,,,,
127,07/12/18 12:53:28 AM,0.0,0.0,19.75,,,,,,,,,,
128,07/12/18 01:23:28 AM,0.0,0.0,19.76,,,,,,,,,,
129,07/12/18 01:53:28 AM,0.0,0.0,19.76,,,,,,,,,,
130,07/12/18 02:23:28 AM,0.0,0.0,19.78,,,,,,,,,,
131,07/12/18 02:53:28 AM,0.0,0.0,19.78,,,,,,,,,,
132,07/12/18 03:23:28 AM,0.0,0.0,19.78,,,,,,,,,,
133,07/12/18 03:53:28 AM,0.0,0.0,19.79,,,,,,,,,,
134,07/12/18 04:23:28 AM,0.0,0.0,19.79,,,,,,,,,,
135,07/12/18 04:53:28 AM,0.0,0.0,19.80,,,,,,,,,,
136,07/12/18 05:23:28 AM,0.0,0.0,19.80,,,,,,,,,,
137,07/12/18 05:53:28 AM,0.0,0.0,19.80,,,,,,,,,,
138,07/12/18 06:23:28 AM,0.0,0.0,19.80,,,,,,,,,,
139,07/12/18 06:53:28 AM,0.0,0.0,19.81,,,,,,,,,,
140,07/12/18 07:23:28 AM,0.0,0.0,19.81,,,,,,,,,,
141,07/12/18 07:53:28 AM,0.0,0.0,19.81,,,,,,,,,,
142,07/12/18 08:23:28 AM,0.0,0.0,19.82,,,,,,,,,,
143,07/12/18 08:53:28 AM,0.0,0.0,19.82,,,,,,,,,,
144,07/12/18 09:23:28 AM,0.0,0.0,19.81,,,,,,,,,,
145,07/12/18 09:53:28 AM,0.0,0.0,19.82,,,,,,,,,,
146,07/12/18 10:23:28 AM,0.0,0.0,19.82,,,,,,,,,,
147,07/12/18 10:53:28 AM,0.0,0.0,19.82,,,,,,,,,,
148,07/12/18 11:23:28 AM,0.0,0.0,19.82,,,,,,,,,,
149,07/12/18 11:53:28 AM,0.0,0.0,19.82,,,,,,,,,,
150,07/12/18 12:23:28 PM,0.0,0.0,19.82,,,,,,,,,,
151,07/12/18 12:53:28 PM,0.0,0.0,19.82,,,,,,,,,,
152,07/12/18 01:23:28 PM,0.0,0.0,19.82,,,,,,,,,,
153,07/12/18 01:53:28 PM,0.0,0.0,19.82,,,,,,,,,,
154,07/12/18 02:23:28 PM,0.0,0.0,19.82,,,,,,,,,,
155,07/12/18 02:53:28 PM,0.0,0.0,19.81,,,,,,,,,,
156,07/12/18 03:23:28 PM,0.0,0.0,19.82,,,,,,,,,,
157,07/12/18 03:53:28 PM,0.0,0.0,19.81,,,,,,,,,,
158,07/12/18 04:23:28 PM,0.0,0.0,19.81,,,,,,,,,,
159,07/12/18 04:53:28 PM,0.0,0.0,19.81,,,,,,,,,,
160,07/12/18 05:23:28 PM,0.0,0.0,19.82,,,,,,,,,,
161,07/12/18 05:53:28 PM,0.0,0.0,19.82,,,,,,,,,,
162,07/12/18 06:23:28 PM,0.0,0.0,19.81,,,,,,,,,,
163,07/12/18 06:53:28 PM,0.0,0.0,19.82,,,,,,,,,,
164,07/12/18 07:23:28 PM,0.0,0.0,19.81,,,,,,,,,,
165,07/12/18 07:53:28 PM,0.0,0.0,19.81,,,,,,,,,,
166,07/12/18 08:23:28 PM,0.0,0.0,19.82,,,,,,,,,,
167,07/12/18 08:53:28 PM,0.0,0.0,19.82,,,,,,,,,,
168,07/12/18 09:23:28 PM,0.0,0.0,19.82,,,,,,,,,,
169,07/12/18 09:53:28 PM,0.0,0.0,19.84,,,,,,,,,,
170,07/12/18 10:23:28 PM,0.0,0.0,19.84,,,,,,,,,,
171,07/12/18 10:53:28 PM,0.0,0.0,19.84,,,,,,,,,,
172,07/12/18 11:23:28 PM,0.0,0.0,19.84,,,,,,,,,,
173,07/12/18 11:53:28 PM,0.0,0.0,19.85,,,,,,,,,,
174,07/13/18 12:23:28 AM,0.0,0.0,19.85,,,,,,,,,,
175,07/13/18 12:53:28 AM,0.0,0.0,19.85,,,,,,,,,,
176,07/13/18 01:23:28 AM,0.0,0.0,19.86,,,,,,,,,,
177,07/13/18 01:53:28 AM,0.0,0.0,19.86,,,,,,,,,,
178,07/13/18 02:23:28 AM,0.0,0.0,19.86,,,,,,,,,,
179,07/13/18 02:53:28 AM,0.0,0.0,19.86,,,,,,,,,,
180,07/13/18 03:23:28 AM,0.0,0.0,19.87,,,,,,,,,,
181,07/13/18 03:53:28 AM,0.0,0.0,19.87,,,,,,,,,,
182,07/13/18 04:23:28 AM,0.0,0.0,19.87,,,,,,,,,,
183,07/13/18 04:53:28 AM,0.0,0.0,19.87,,,,,,,,,,
184,07/13/18 05:23:28 AM,0.0,0.0,19.87,,,,,,,,,,
185,07/13/18 05:53:28 AM,0.0,0.0,19.88,,,,,,,,,,
186,07/13/18 06:23:28 AM,55.7,151.0,19.81,,,,,,,,,,
187,07/13/18 06:53:28 AM,2733.3,2939.2,19.67,,,,,,,,,,
188,07/13/18 07:23:28 AM,2797.9,3005.4,19.68,,,,,,,,,,
189,07/13/18 07:53:28 AM,2835.9,3049.8,19.70,,,,,,,,,,
190,07/13/18 08:23:28 AM,2850.1,3068.3,19.75,,,,,,,,,,
191,07/13/18 08:53:28 AM,2868.1,3088.6,19.78,,,,,,,,,,
192,07/13/18 09:23:28 AM,2885.6,3109.5,19.80,,,,,,,,,,
193,07/13/18 09:53:28 AM,2902.0,3130.3,19.82,,,,,,,,,,
194,07/13/18 10:23:28 AM,2906.7,3142.2,19.84,,,,,,,,,,
195,07/13/18 10:53:28 AM,2909.4,3145.2,19.85,,,,,,,,,,
196,07/13/18 11:23:28 AM,2914.2,3153.5,19.86,,,,,,,,,,
197,07/13/18 11:53:28 AM,2914.7,3158.3,19.87,,,,,,,,,,
198,07/13/18 12:23:28 PM,2915.2,3163.0,19.87,,,,,,,,,,
199,07/13/18 12:53:28 PM,2912.6,3163.0,19.87,,,,,,,,,,
200,07/13/18 01:23:28 PM,2904.6,3157.7,19.86,,,,,,,,,,
201,07/13/18 01:53:28 PM,2896.1,3150.6,19.86,,,,,,,,,,
202,07/13/18 02:23:28 PM,2888.7,3145.8,19.85,,,,,,,,,,
203,07/13/18 02:53:28 PM,2887.1,3144.0,19.84,,,,,,,,,,
204,07/13/18 03:23:28 PM,2888.7,3144.6,19.84,,,,,,,,,,
205,07/13/18 03:53:28 PM,2888.2,3144.6,19.84,,,,,,,,,,
206,07/13/18 04:23:28 PM,2889.3,3144.0,19.84,,,,,,,,,,
207,07/13/18 04:53:28 PM,2890.3,3144.6,19.84,,,,,,,,,,
208,07/13/18 05:23:28 PM,2891.4,3144.6,19.84,,,,,,,,,,
209,07/13/18 05:53:28 PM,2889.8,3144.0,19.82,,,,,,,,,,
210,07/13/18 06:23:28 PM,2891.4,3144.6,19.82,,,,,,,,,,
211,07/13/18 06:53:28 PM,2893.0,3145.8,19.82,,,,,,,,,,
212,07/13/18 07:23:28 PM,2894.0,3145.8,19.82,,,,,,,,,,
213,07/13/18 07:53:28 PM,2895.1,3147.0,19.82,,,,,,,,,,
214,07/13/18 08:23:28 PM,2895.6,3147.0,19.82,,,,,,,,,,
215,07/13/18 08:53:28 PM,2895.6,3148.2,19.82,,,,,,,,,,
216,07/13/18 09:23:28 PM,2896.7,3148.8,19.84,,,,,,,,,,
217,07/13/18 09:53:28 PM,2897.7,3149.4,19.84,,,,,,,,,,
218,07/13/18 10:23:28 PM,2897.7,3150.0,19.84,,,,,,,,,,
219,07/13/18 10:53:28 PM,2897.7,3150.0,19.84,,,,,,,,,,
220,07/13/18 11:23:28 PM,2898.3,3150.0,19.85,,,,,,,,,,
221,07/13/18 11:53:28 PM,2898.8,3151.1,19.85,,,,,,,,,,
222,07/14/18 12:23:28 AM,2900.4,3151.1,19.86,,,,,,,,,,
223,07/14/18 12:53:28 AM,2899.9,3150.6,19.86,,,,,,,,,,
224,07/14/18 01:23:28 AM,2900.9,3151.1,19.86,,,,,,,,,,
225,07/14/18 01:53:28 AM,2901.4,3152.3,19.86,,,,,,,,,,
226,07/14/18 02:23:28 AM,2902.0,3152.9,19.86,,,,,,,,,,
227,07/14/18 02:53:28 AM,2903.0,3153.5,19.86,,,,,,,,,,
228,07/14/18 03:23:28 AM,2902.5,3152.3,19.86,,,,,,,,,,
229,07/14/18 03:53:28 AM,2903.6,3154.1,19.87,,,,,,,,,,
230,07/14/18 04:23:28 AM,2905.2,3155.3,19.87,,,,,,,,,,
231,07/14/18 04:53:28 AM,2905.2,3155.3,19.87,,,,,,,,,,
232,07/14/18 05:23:28 AM,2905.2,3155.3,19.87,,,,,,,,,,
233,07/14/18 05:53:28 AM,2906.2,3156.5,19.87,,,,,,,,,,
234,07/14/18 06:23:28 AM,2907.3,3157.1,19.86,,,,,,,,,,
235,07/14/18 06:53:28 AM,2905.7,3157.1,19.87,,,,,,,,,,
236,07/14/18 07:23:28 AM,2905.7,3157.1,19.86,,,,,,,,,,
237,07/14/18 07:53:28 AM,2906.2,3156.5,19.86,,,,,,,,,,
238,07/14/18 08:23:28 AM,2904.6,3155.9,19.86,,,,,,,,,,
239,07/14/18 08:53:28 AM,2904.6,3155.9,19.86,,,,,,,,,,
240,07/14/18 09:23:28 AM,2905.2,3155.3,19.85,,,,,,,,,,
241,07/14/18 09:53:28 AM,2906.2,3155.9,19.85,,,,,,,,,,
242,07/14/18 10:23:28 AM,2905.7,3154.1,19.84,,,,,,,,,,
243,07/14/18 10:53:28 AM,2905.7,3155.3,19.85,,,,,,,,,,
244,07/14/18 11:23:28 AM,2905.7,3155.3,19.84,,,,,,,,,,
245,07/14/18 11:53:28 AM,2905.7,3155.3,19.82,,,,,,,,,,
246,07/14/18 12:23:28 PM,2905.7,3155.9,19.82,,,,,,,,,,
247,07/14/18 12:53:28 PM,2904.6,3155.3,19.81,,,,,,,,,,
248,07/14/18 01:23:28 PM,2905.7,3155.3,19.81,,,,,,,,,,
249,07/14/18 01:53:28 PM,2905.7,3154.7,19.81,,,,,,,,,,
250,07/14/18 02:23:28 PM,2906.2,3154.7,19.80,,,,,,,,,,
251,07/14/18 02:53:28 PM,2907.8,3154.7,19.80,,,,,,,,,,
252,07/14/18 03:23:28 PM,2908.3,3155.3,19.79,,,,,,,,,,
253,07/14/18 03:53:28 PM,2908.9,3155.9,19.79,,,,,,,,,,
254,07/14/18 04:23:28 PM,2907.8,3154.7,19.79,,,,,,,,,,
255,07/14/18 04:53:28 PM,2906.7,3153.5,19.78,,,,,,,,,,
256,07/14/18 05:23:28 PM,2905.7,3151.1,19.76,,,,,,,,,,
257,07/14/18 05:53:28 PM,2904.6,3150.0,19.76,,,,,,,,,,
258,07/14/18 06:23:28 PM,2902.0,3148.8,19.76,,,,,,,,,,
259,07/14/18 06:53:28 PM,2900.4,3147.0,19.75,,,,,,,,,,
260,07/14/18 07:23:28 PM,2898.3,3145.2,19.75,,,,,,,,,,
261,07/14/18 07:53:28 PM,2897.2,3144.0,19.74,,,,,,,,,,
262,07/14/18 08:23:28 PM,2896.7,3144.6,19.74,,,,,,,,,,
263,07/14/18 08:53:28 PM,2899.9,3144.6,19.74,,,,,,,,,,
264,07/14/18 09:23:28 PM,2880.3,3117.8,19.74,,,,,,,,,,
265,07/14/18 09:53:28 PM,1768.3,1860.9,19.74,,,,,,,,,,
266,07/14/18 10:23:28 PM,57.0,150.6,19.79,,,,,,,,,,
267,07/14/18 10:53:28 PM,0.0,0.0,19.80,,,,,,,,,,
268,07/14/18 11:23:28 PM,0.0,0.0,19.81,,,,,,,,,,
269,07/14/18 11:53:28 PM,0.0,0.0,19.82,,,,,,,,,,
270,07/15/18 12:23:28 AM,0.0,0.0,19.82,,,,,,,,,,
271,07/15/18 12:53:28 AM,0.0,0.0,19.84,,,,,,,,,,
272,07/15/18 01:23:28 AM,0.0,0.0,19.82,,,,,,,,,,
273,07/15/18 01:53:28 AM,0.0,0.0,19.85,,,,,,,,,,
274,07/15/18 02:23:28 AM,0.0,0.0,19.85,,,,,,,,,,
275,07/15/18 02:53:28 AM,0.0,0.0,19.85,,,,,,,,,,
276,07/15/18 03:23:28 AM,0.0,0.0,19.86,,,,,,,,,,
277,07/15/18 03:53:28 AM,0.0,0.0,19.86,,,,,,,,,,
278,07/15/18 04:23:28 AM,0.0,0.0,19.86,,,,,,,,,,
279,07/15/18 04:53:28 AM,0.0,0.0,19.87,,,,,,,,,,
280,07/15/18 05:23:28 AM,0.0,0.0,19.87,,,,,,,,,,
281,07/15/18 05:53:28 AM,0.0,0.0,19.88,,,,,,,,,,
282,07/15/18 06:23:28 AM,0.0,0.0,19.88,,,,,,,,,,
283,07/15/18 06:53:28 AM,0.0,0.0,19.88,,,,,,,,,,
284,07/15/18 07:23:28 AM,0.0,0.0,19.88,,,,,,,,,,
285,07/15/18 07:53:28 AM,0.0,0.0,19.89,,,,,,,,,,
286,07/15/18 08:23:28 AM,0.0,0.0,19.89,,,,,,,,,,
287,07/15/18 08:53:28 AM,0.0,0.0,19.88,,,,,,,,,,
288,07/15/18 09:23:28 AM,0.0,0.0,19.89,,,,,,,,,,
289,07/15/18 09:53:28 AM,0.0,0.0,19.89,,,,,,,,,,
290,07/15/18 10:23:28 AM,0.0,0.0,19.89,,,,,,,,,,
291,07/15/18 10:53:28 AM,0.0,0.0,19.89,,,,,,,,,,
292,07/15/18 11:23:28 AM,0.0,0.0,19.88,,,,,,,,,,
293,07/15/18 11:53:28 AM,0.0,0.0,19.88,,,,,,,,,,
294,07/15/18 12:23:28 PM,0.0,0.0,19.88,,,,,,,,,,
295,07/15/18 12:53:28 PM,0.0,0.0,19.88,,,,,,,,,,
296,07/15/18 01:23:28 PM,0.0,0.0,19.88,,,,,,,,,,
297,07/15/18 01:53:28 PM,0.0,0.0,19.88,,,,,,,,,,
298,07/15/18 02:23:28 PM,0.0,0.0,19.88,,,,,,,,,,
299,07/15/18 02:53:28 PM,0.0,0.0,19.87,,,,,,,,,,
300,07/15/18 03:23:28 PM,0.0,0.0,19.87,,,,,,,,,,
301,07/15/18 03:53:28 PM,0.0,0.0,19.87,,,,,,,,,,
302,07/15/18 04:23:28 PM,0.0,0.0,19.87,,,,,,,,,,
303,07/15/18 04:53:28 PM,0.0,0.0,19.87,,,,,,,,,,
304,07/15/18 05:23:28 PM,0.0,0.0,19.87,,,,,,,,,,
305,07/15/18 05:53:28 PM,0.0,0.0,19.87,,,,,,,,,,
306,07/15/18 06:23:28 PM,0.0,0.0,19.86,,,,,,,,,,
307,07/15/18 06:53:28 PM,0.0,0.0,19.86,,,,,,,,,,
308,07/15/18 07:23:28 PM,0.0,0.0,19.87,,,,,,,,,,
309,07/15/18 07:53:28 PM,0.0,0.0,19.87,,,,,,,,,,
310,07/15/18 08:23:28 PM,0.0,0.0,19.88,,,,,,,,,,
311,07/15/18 08:53:28 PM,0.0,0.0,19.88,,,,,,,,,,
312,07/15/18 09:23:28 PM,0.0,0.0,19.87,,,,,,,,,,
313,07/15/18 09:53:28 PM,0.0,0.0,19.88,,,,,,,,,,
314,07/15/18 10:23:28 PM,0.0,0.0,19.88,,,,,,,,,,
315,07/15/18 10:53:28 PM,0.0,0.0,19.88,,,,,,,,,,
316,07/15/18 11:23:28 PM,0.0,0.0,19.89,,,,,,,,,,
317,07/15/18 11:53:28 PM,0.0,0.0,19.89,,,,,,,,,,
318,07/16/18 12:23:28 AM,0.0,0.0,19.91,,,,,,,,,,
319,07/16/18 12:53:28 AM,0.0,0.0,19.91,,,,,,,,,,
320,07/16/18 01:23:28 AM,0.0,0.0,19.91,,,,,,,,,,
321,07/16/18 01:53:28 AM,0.0,0.0,19.92,,,,,,,,,,
322,07/16/18 02:23:28 AM,0.0,0.0,19.92,,,,,,,,,,
323,07/16/18 02:53:28 AM,0.0,0.0,19.93,,,,,,,,,,
324,07/16/18 03:23:28 AM,0.0,0.0,19.93,,,,,,,,,,
325,07/16/18 03:53:28 AM,0.0,0.0,19.94,,,,,,,,,,
326,07/16/18 04:23:28 AM,0.0,0.0,19.94,,,,,,,,,,
327,07/16/18 04:53:28 AM,0.0,0.0,19.94,,,,,,,,,,
328,07/16/18 05:23:28 AM,0.0,0.0,19.95,,,,,,,,,,
